# version = csv_v1.0.0
# bname = aaaaaguk_s002_t001
# duration = 1191.0000 secs
# montage_file = $TUAR/v3.0.0/DOCS/01_tcp_ar_montage.txt
# annotation_label_file = $TUAR/v3.0.0/DOCS/nedc_ann_eeg_tools_map_v01.txt
#
channel,start_time,stop_time,label,confidence
FP2-F4,257.5061,259.1255,elec,1.0000
FP2-F4,283.1700,286.0040,eyem,1.0000
FP2-F4,290.6360,293.9733,eyem,1.0000
FP2-F4,323.8548,325.3723,eyem,1.0000
FP2-F4,328.8947,334.1579,eyem,1.0000
FP2-F4,338.0162,340.8502,eyem,1.0000
FP2-F4,344.5951,356.1336,eyem,1.0000
FP2-F4,383.0688,397.1377,eyem,1.0000
FP2-F4,409.1053,411.0283,eyem,1.0000
FP2-F4,415.2794,415.9879,eyem_elec,1.0000
FP2-F4,417.7085,419.3279,eyem,1.0000
FP2-F4,422.1781,437.0567,eyem,1.0000
FP2-F4,447.0769,448.0891,musc,1.0000
FP2-F4,464.0810,474.0000,eyem,1.0000
FP2-F4,479.0607,483.0081,eyem,1.0000
FP2-F4,489.0364,491.0607,eyem,1.0000
FP2-F4,495.0081,496.9312,eyem,1.0000
FP2-F4,506.0405,506.5466,eyem_musc,1.0000
FP2-F4,506.5749,523.0931,eyem,1.0000
FP2-F4,525.0142,527.2004,musc,1.0000
FP2-F4,529.0526,530.8745,musc,1.0000
FP2-F4,533.0040,535.4939,eyem,1.0000
FP2-F4,548.0364,569.1093,eyem,1.0000
FP2-F4,601.2392,601.4785,musc,1.0000
FP2-F4,612.0526,614.4450,eyem,1.0000
FP2-F4,626.3636,643.9713,eyem,1.0000
FP2-F4,648.0191,660.8421,eyem,1.0000
FP2-F4,665.6316,667.8804,eyem,1.0000
FP2-F4,671.2775,672.6172,eyem,1.0000
FP2-F4,676.3014,707.0670,eyem,1.0000
FP2-F4,711.0478,714.0622,eyem,1.0000
FP2-F4,717.4493,719.1031,eyem,1.0000
FP2-F4,727.9856,810.0909,eyem,1.0000
FP2-F4,825.6710,826.0622,elec,1.0000
FP2-F4,828.0000,868.0478,eyem,1.0000
FP2-F4,873.0335,886.0478,eyem,1.0000
FP2-F4,908.1579,920.2356,eyem,1.0000
FP2-F4,922.7961,924.6929,eyem,1.0000
FP2-F4,945.2087,946.8743,eyem,1.0000
FP2-F4,964.6794,1034.0096,eyem,1.0000
FP2-F4,1034.0526,1035.3684,eyem_musc,1.0000
FP2-F4,1035.4163,1089.0526,eyem,1.0000
FP2-F4,1102.4880,1142.7273,eyem,1.0000
FP2-F4,1142.7416,1143.7225,eyem_musc,1.0000
FP2-F4,1143.7464,1154.5837,eyem,1.0000
FP2-F4,1154.6316,1155.2057,eyem_musc,1.0000
FP2-F4,1155.2536,1168.0048,eyem,1.0000
FP2-F4,1172.6172,1180.8230,eyem,1.0000
FP2-F4,1187.0000,1190.8038,eyem,1.0000
F4-C4,0.0119,2.0925,eyem,1.0000
F4-C4,97.0287,101.0000,eyem,1.0000
F4-C4,135.0089,136.4849,eyem,1.0000
F4-C4,148.0144,150.0239,eyem,1.0000
F4-C4,156.1962,166.0048,eyem,1.0000
F4-C4,214.0000,223.0081,elec,1.0000
F4-C4,246.0895,247.9152,eyem,1.0000
F4-C4,257.5061,259.1255,elec,1.0000
F4-C4,328.8947,334.1579,eyem,1.0000
F4-C4,338.0162,340.8502,eyem,1.0000
F4-C4,344.5951,356.1336,eyem,1.0000
F4-C4,383.0688,397.1377,eyem,1.0000
F4-C4,415.2794,415.9879,eyem_elec,1.0000
F4-C4,417.7085,419.3279,eyem,1.0000
F4-C4,422.1781,437.0567,eyem,1.0000
F4-C4,447.0769,448.0891,musc,1.0000
F4-C4,464.0810,474.0000,eyem,1.0000
F4-C4,479.0607,483.0081,eyem,1.0000
F4-C4,489.0364,491.0607,eyem,1.0000
F4-C4,506.0405,506.5466,eyem_musc,1.0000
F4-C4,506.5749,523.0931,eyem,1.0000
F4-C4,525.0142,527.2004,musc,1.0000
F4-C4,529.0526,530.8745,musc,1.0000
F4-C4,533.0040,535.4939,eyem,1.0000
F4-C4,548.0364,569.1093,eyem,1.0000
F4-C4,601.2392,601.4785,musc,1.0000
F4-C4,626.3636,643.9713,eyem,1.0000
F4-C4,648.0191,660.8421,eyem,1.0000
F4-C4,665.6316,667.8804,eyem,1.0000
F4-C4,671.2775,672.6172,eyem,1.0000
F4-C4,676.3014,707.0670,eyem,1.0000
F4-C4,711.0296,714.0705,eyem,1.0000
F4-C4,727.9856,810.0909,eyem,1.0000
F4-C4,825.6710,826.0622,elec,1.0000
F4-C4,828.0000,868.0478,eyem,1.0000
F4-C4,873.0335,886.0478,eyem,1.0000
F4-C4,908.1579,920.2356,eyem,1.0000
F4-C4,922.7961,924.6929,eyem,1.0000
F4-C4,964.6794,1034.0096,eyem,1.0000
F4-C4,1034.0526,1035.3684,eyem_musc,1.0000
F4-C4,1035.4163,1089.0526,eyem,1.0000
F4-C4,1102.4880,1142.7273,eyem,1.0000
F4-C4,1142.7416,1143.7225,eyem_musc,1.0000
F4-C4,1143.7464,1154.5837,eyem,1.0000
F4-C4,1154.6316,1155.2057,eyem_musc,1.0000
F4-C4,1155.2536,1168.0048,eyem,1.0000
F4-C4,1172.6172,1180.8230,eyem,1.0000
F4-C4,1187.0000,1190.8038,eyem,1.0000
C4-P4,214.0000,223.0081,elec,1.0000
C4-P4,257.5061,259.1255,elec,1.0000
C4-P4,415.2794,415.9879,eyem_elec,1.0000
C4-P4,447.0769,448.0891,musc,1.0000
C4-P4,472.2199,472.5934,elec,1.0000
C4-P4,506.0405,506.5466,eyem_musc,1.0000
C4-P4,525.0142,527.2004,musc,1.0000
C4-P4,529.0526,530.8745,musc,1.0000
C4-P4,601.2392,601.4785,musc,1.0000
C4-P4,665.6316,667.8804,eyem,1.0000
C4-P4,671.2775,672.6172,eyem,1.0000
C4-P4,825.6710,826.0622,elec,1.0000
C4-P4,1034.0526,1035.3684,eyem_musc,1.0000
C4-P4,1108.0302,1111.1067,musc,1.0000
C4-P4,1125.0842,1127.3545,musc,1.0000
C4-P4,1132.4878,1135.1968,musc,1.0000
C4-P4,1142.7416,1143.7225,eyem_musc,1.0000
C4-P4,1154.6316,1155.2057,eyem_musc,1.0000
P4-O2,214.0000,223.0081,elec,1.0000
P4-O2,257.5061,259.1255,elec,1.0000
P4-O2,415.2794,415.9879,eyem_elec,1.0000
P4-O2,447.0769,448.0891,musc,1.0000
P4-O2,472.2199,472.5934,elec,1.0000
P4-O2,506.0405,506.5466,eyem_musc,1.0000
P4-O2,525.0142,527.2004,musc,1.0000
P4-O2,529.0526,530.8745,musc,1.0000
P4-O2,601.2392,601.4785,musc,1.0000
P4-O2,665.6316,667.8804,eyem,1.0000
P4-O2,671.2775,672.6172,eyem,1.0000
P4-O2,825.6710,826.0622,elec,1.0000
P4-O2,1034.0526,1035.3684,eyem_musc,1.0000
P4-O2,1132.4878,1135.1968,musc,1.0000
P4-O2,1142.7416,1143.7225,eyem_musc,1.0000
P4-O2,1154.6316,1155.2057,eyem_musc,1.0000
